customer_id,order_date,campaign_id,media_source,product_id
96,2018-07-31 16:25:44,1,Website-ads,93
92,2017-11-06 20:54:16,2,Facebook,32
55,2017-12-11 21:27:29,9,Website-ads,36
91,2018-07-19 04:56:33,1,Twitter,84
57,2017-11-27 18:24:29,4,Facebook,25
57,2017-11-27 18:24:29,4,Facebook,37
64,2018-09-20 07:30:05,2,Twitter,15
64,2018-09-20 07:30:05,2,Twitter,77
8,2018-01-19 18:58:26,1,Facebook,28
8,2018-01-19 18:58:26,1,Facebook,5
10,2018-01-06 22:16:52,2,Facebook,27
10,2018-01-06 22:16:52,2,Facebook,83
10,2017-10-25 18:17:49,1,Youtube,8
16,2017-08-31 07:32:18,4,Website-ads,70
49,2018-02-12 04:54:09,4,Facebook,9
18,2018-10-02 15:28:37,1,Facebook,70
60,2017-07-17 05:19:20,1,Facebook,65
73,2017-04-04 11:33:29,6,E-mail,44
81,2018-01-14 15:26:05,7,Website-ads,47
26,2017-05-08 06:19:15,4,Facebook,48
16,2018-09-17 16:55:35,1,Twitter,47
16,2018-09-17 16:55:35,1,Twitter,1
2,2018-11-27 06:17:52,1,Facebook,63
72,2018-04-03 11:19:45,1,Website-ads,27
72,2018-04-03 11:19:45,1,Website-ads,65
93,2018-07-08 06:14:39,1,Youtube,42
93,2018-07-08 06:14:39,1,Youtube,73
81,2018-12-12 14:47:15,3,Website-ads,98
81,2018-12-12 14:47:15,3,Website-ads,87
90,2017-11-15 00:26:31,5,Website-ads,17
90,2017-11-15 00:26:31,5,Website-ads,39
84,2017-07-25 04:32:56,9,Twitter,82
84,2018-02-21 21:26:33,2,Twitter,94
82,2018-12-22 08:58:55,4,Website-ads,51
55,2018-08-23 15:54:50,1,Website-ads,54
55,2018-08-23 15:54:50,1,Website-ads,15
30,2018-10-19 02:41:05,1,Website-ads,14
94,2018-11-10 13:34:45,4,E-mail,2
94,2018-11-10 13:34:45,4,E-mail,57
83,2017-09-23 03:46:02,4,Website-ads,57
83,2017-09-23 03:46:02,4,Website-ads,82
100,2018-08-06 02:10:56,7,Facebook,4
100,2018-08-06 02:10:56,7,Facebook,52
85,2018-10-19 18:34:42,1,Facebook,90
85,2018-10-19 18:34:42,1,Facebook,84
14,2017-10-12 23:38:43,2,Twitter,100
14,2017-10-12 23:38:43,2,Twitter,88
65,2018-04-15 06:53:34,9,Website-ads,40
65,2018-04-15 06:53:34,9,Website-ads,38
7,2017-08-20 09:22:35,9,Website-ads,58
7,2017-08-20 09:22:35,9,Website-ads,70
76,2018-10-30 04:30:35,3,Website-ads,91
23,2017-11-08 17:46:55,1,Facebook,88
23,2017-11-08 17:46:55,1,Facebook,21
33,2018-08-28 07:07:55,1,Website-ads,67
15,2018-09-23 01:39:32,4,Facebook,87
15,2018-09-23 01:39:32,4,Facebook,36
23,2018-05-25 22:19:14,1,Website-ads,24
72,2018-08-22 14:11:47,1,Website-ads,52
16,2018-10-27 05:05:24,9,Website-ads,14
31,2017-12-15 01:49:11,8,Twitter,37
31,2017-12-15 01:49:11,8,Twitter,71
69,2018-10-15 05:38:23,2,Website-ads,2
1,2018-04-25 14:32:16,1,Website-ads,3
1,2018-04-25 14:32:16,1,Website-ads,55
10,2018-06-12 08:22:21,1,Website-ads,74
9,2018-08-24 22:13:05,1,Twitter,38
9,2018-08-24 22:13:05,1,Twitter,69
69,2018-06-13 21:38:47,1,Website-ads,28
56,2017-12-31 02:53:44,1,Website-ads,87
40,2017-11-28 23:56:07,4,E-mail,70
18,2018-04-28 14:48:49,5,Website-ads,70
3,2018-05-08 21:22:39,4,Facebook,84
3,2018-05-08 21:22:39,4,Facebook,78
63,2017-07-20 05:18:45,6,Facebook,37
63,2017-07-20 05:18:45,6,Facebook,35
17,2017-10-11 11:55:46,9,E-mail,15
16,2018-11-01 02:54:27,9,Twitter,39
35,2017-06-19 07:52:33,4,Facebook,92
78,2018-03-22 05:21:13,4,Youtube,17
41,2018-01-06 04:27:28,6,Facebook,22
41,2018-01-06 04:27:28,6,Facebook,66
27,2018-02-02 05:46:39,4,E-mail,22
84,2018-08-05 12:32:25,4,Website-ads,76
84,2018-08-05 12:32:25,4,Website-ads,34
85,2018-11-03 00:07:33,2,Youtube,98
6,2018-12-30 08:00:17,6,Facebook,4
88,2018-04-13 18:45:19,1,Website-ads,29
88,2018-04-13 18:45:19,1,Website-ads,85
20,2017-06-29 04:24:17,4,Website-ads,45
100,2017-07-01 19:32:49,1,Twitter,2
100,2017-07-01 19:32:49,1,Twitter,90
34,2018-11-21 23:55:09,6,Facebook,91
34,2018-11-21 23:55:09,6,Facebook,48
40,2018-11-26 23:20:44,7,Facebook,54
67,2018-08-18 18:19:56,1,Facebook,2
33,2018-03-19 17:42:09,1,E-mail,29
36,2018-07-20 18:37:29,1,E-mail,38
43,2018-08-24 10:02:10,4,Facebook,28
86,2018-03-25 23:21:46,4,Website-ads,60
86,2018-03-25 23:21:46,4,Website-ads,28
49,2018-07-21 02:38:39,9,Website-ads,91
49,2018-07-21 02:38:39,9,Website-ads,31
70,2018-02-24 14:11:13,9,Facebook,35
36,2017-11-28 18:26:47,2,Twitter,19
88,2018-11-30 07:40:39,2,E-mail,52
88,2018-11-30 07:40:39,2,E-mail,64
33,2018-07-20 04:06:19,1,Website-ads,19
33,2018-07-20 04:06:19,1,Website-ads,58
93,2017-12-03 22:57:51,2,Website-ads,27
47,2017-05-02 16:30:00,2,Twitter,43
59,2018-12-29 20:13:08,2,Website-ads,86
35,2018-01-17 03:34:06,4,Website-ads,17
92,2017-08-14 18:51:19,1,Facebook,52
54,2017-05-20 06:14:30,5,Website-ads,33
85,2018-02-15 16:02:12,4,Website-ads,86
80,2018-12-28 07:12:49,6,Facebook,67
80,2018-12-28 07:12:49,6,Facebook,91
63,2018-07-31 13:15:46,4,Website-ads,63
100,2018-08-15 08:13:16,2,Facebook,96
100,2018-08-15 08:13:16,2,Facebook,97
6,2018-01-23 04:40:12,4,Facebook,59
23,2017-02-21 15:29:09,8,Website-ads,64
42,2017-10-12 14:04:43,4,Website-ads,72
42,2018-07-07 05:17:01,1,Website-ads,1
42,2018-07-07 05:17:01,1,Website-ads,25
56,2018-11-24 12:56:02,2,Website-ads,31
56,2018-11-24 12:56:02,2,Website-ads,84
10,2018-03-21 21:38:29,2,Website-ads,94
39,2017-05-22 00:10:07,3,Website-ads,81
93,2018-05-09 17:43:27,1,Twitter,73
72,2018-04-14 20:11:09,9,Twitter,42
72,2018-04-14 20:11:09,9,Twitter,42
69,2017-11-08 22:47:17,7,Facebook,82
29,2018-09-10 03:36:20,8,Youtube,73
75,2018-07-03 22:39:39,4,Facebook,46
8,2018-02-14 12:18:38,4,Website-ads,4
10,2018-12-08 15:52:40,2,Youtube,34
43,2018-04-26 05:46:38,4,Website-ads,99
26,2018-03-15 20:33:41,1,Website-ads,31
88,2018-06-02 22:31:38,1,Website-ads,32
20,2017-01-25 09:31:52,3,Youtube,90
20,2017-01-25 09:31:52,3,Youtube,82
81,2017-04-17 02:05:10,9,Website-ads,25
65,2018-08-04 04:19:50,1,Website-ads,98
53,2018-01-19 18:06:51,1,Website-ads,60
42,2018-08-09 01:31:50,1,E-mail,37
60,2018-10-21 17:57:27,7,Website-ads,54
85,2018-11-08 09:45:01,2,Facebook,34
92,2018-06-08 00:46:38,1,Youtube,67
96,2018-11-06 05:00:15,1,Twitter,41
96,2018-11-06 05:00:15,1,Twitter,42
72,2017-09-24 14:11:37,9,Website-ads,54
72,2017-09-24 14:11:37,9,Website-ads,8
41,2018-09-13 03:46:29,2,Website-ads,70
41,2018-09-13 03:46:29,2,Website-ads,97
17,2017-02-16 19:00:48,7,Website-ads,1
31,2017-06-04 17:51:29,1,Twitter,54
73,2017-08-13 18:28:25,1,Facebook,81
73,2017-08-13 18:28:25,1,Facebook,89
14,2018-10-25 11:45:34,8,Youtube,9
47,2018-04-01 05:01:42,2,Youtube,65
47,2018-04-01 05:01:42,2,Youtube,12
66,2018-08-11 05:02:44,3,Facebook,67
66,2018-08-11 05:02:44,3,Facebook,31
81,2018-10-14 07:20:10,4,Website-ads,46
46,2017-09-20 00:37:25,1,E-mail,48
41,2017-08-03 11:06:52,2,Youtube,52
41,2017-08-03 11:06:52,2,Youtube,78
39,2018-04-01 21:07:40,4,Facebook,99
90,2018-06-05 01:51:10,7,E-mail,19
90,2018-06-05 01:51:10,7,E-mail,77
19,2018-07-17 14:37:24,4,Twitter,52
83,2018-10-31 20:31:50,2,E-mail,76
19,2018-02-12 21:34:38,2,Website-ads,46
36,2017-02-03 14:00:55,5,Facebook,85
17,2017-08-23 18:48:32,2,Website-ads,26
35,2018-12-14 09:12:40,2,Website-ads,46
35,2018-12-14 09:12:40,2,Website-ads,56
60,2018-03-21 11:22:16,3,Website-ads,21
6,2018-09-29 01:24:54,1,Twitter,29
22,2018-11-02 18:27:09,4,Youtube,94
55,2018-03-13 19:33:11,4,Twitter,6
22,2018-12-02 00:44:51,2,Facebook,33
22,2018-12-02 00:44:51,2,Facebook,72
77,2018-06-12 07:57:10,6,Facebook,74
33,2018-07-25 05:56:04,2,Youtube,49
95,2018-10-05 05:29:27,6,Website-ads,28
52,2018-11-26 08:38:10,9,Youtube,48
64,2018-04-13 08:00:58,1,Youtube,65
59,2018-12-07 13:51:16,2,Facebook,36
30,2018-08-09 23:19:24,1,Facebook,38
30,2018-08-09 23:19:24,1,Facebook,74
41,2018-11-20 23:33:39,1,Website-ads,8
93,2018-04-17 08:56:55,4,Website-ads,15
29,2018-06-21 18:31:57,1,E-mail,96
29,2018-06-21 18:31:57,1,E-mail,80
33,2018-05-29 06:56:03,2,Website-ads,37
33,2018-05-29 06:56:03,2,Website-ads,72
6,2018-07-13 18:04:18,1,Facebook,80
70,2018-11-19 14:04:29,3,Facebook,79
70,2018-11-19 14:04:29,3,Facebook,13
25,2018-08-12 07:53:08,6,Website-ads,47
25,2018-08-12 07:53:08,6,Website-ads,13
25,2018-03-05 19:08:44,4,E-mail,51
25,2018-03-05 19:08:44,4,E-mail,53
96,2017-11-12 16:33:55,8,Facebook,34
93,2017-06-19 15:47:53,1,Facebook,81
37,2017-06-26 04:30:08,1,Youtube,1
84,2018-03-31 02:40:27,2,Website-ads,30
63,2018-03-27 04:25:05,1,Twitter,30
63,2018-03-27 04:25:05,1,Twitter,7
96,2017-09-11 07:17:40,9,Twitter,30
39,2017-07-05 09:19:13,5,Website-ads,52
2,2018-01-13 23:47:04,3,Website-ads,45
87,2018-02-16 17:58:27,3,Website-ads,34
46,2018-07-17 07:35:57,2,Twitter,70
73,2017-10-09 04:42:03,3,Website-ads,52
73,2017-10-09 04:42:03,3,Website-ads,76
80,2018-03-07 17:48:19,9,Website-ads,50
80,2018-03-07 17:48:19,9,Website-ads,14
22,2018-11-29 10:13:43,3,Website-ads,60
51,2017-08-16 06:13:55,7,Twitter,84
92,2017-07-17 16:52:11,1,Twitter,13
1,2018-02-19 08:10:49,1,Youtube,16
21,2017-12-09 17:30:54,8,Facebook,5
89,2018-02-16 16:55:07,4,Website-ads,58
89,2018-02-16 16:55:07,4,Website-ads,54
80,2018-11-29 18:50:59,9,Website-ads,86
66,2017-12-09 19:37:04,4,Youtube,57
66,2017-12-09 19:37:04,4,Youtube,19
82,2018-10-11 14:51:15,1,Twitter,10
57,2018-10-12 20:12:04,7,Website-ads,23
85,2018-05-05 20:10:30,1,Website-ads,55
70,2018-12-06 07:01:33,2,Youtube,69
70,2018-12-06 07:01:33,2,Youtube,22
70,2017-11-22 12:50:00,7,Youtube,69
5,2018-12-15 18:50:37,7,Website-ads,95
5,2018-12-15 18:50:37,7,Website-ads,56
92,2018-09-11 06:21:18,1,Facebook,61
92,2018-09-11 06:21:18,1,Facebook,74
99,2018-08-15 11:05:39,1,Youtube,78
81,2018-12-03 22:18:44,7,Youtube,72
81,2018-12-03 22:18:44,7,Youtube,86
20,2018-10-04 19:37:46,1,Youtube,52
86,2017-05-30 00:20:27,2,Website-ads,56
85,2018-06-27 19:15:13,4,Facebook,55
62,2018-05-17 00:18:31,6,Twitter,22
89,2017-06-29 08:17:27,7,Youtube,55
89,2017-06-29 08:17:27,7,Youtube,3
40,2018-06-03 18:10:06,9,Youtube,100
40,2018-06-03 18:10:06,9,Youtube,100
55,2018-09-24 00:57:55,1,Website-ads,83
84,2017-12-19 17:20:57,1,Website-ads,98
84,2017-12-19 17:20:57,1,Website-ads,47
27,2017-01-13 00:56:29,2,Facebook,20
72,2018-08-14 22:55:58,7,Facebook,19
94,2017-08-16 04:24:31,1,Facebook,13
94,2017-08-16 04:24:31,1,Facebook,68
5,2018-05-07 11:49:29,4,Website-ads,53
5,2018-05-07 11:49:29,4,Website-ads,17
30,2018-07-08 06:17:23,3,E-mail,79
83,2017-11-06 08:50:59,4,Website-ads,54
2,2018-03-25 12:49:00,7,Twitter,4
42,2017-09-17 10:09:43,7,Youtube,88
30,2018-07-02 08:03:15,2,Facebook,10
30,2018-07-02 08:03:15,2,Facebook,25
100,2017-01-27 02:37:09,2,Facebook,10
89,2017-08-05 18:57:51,1,Website-ads,77
89,2017-08-05 18:57:51,1,Website-ads,94
89,2018-06-17 01:05:45,2,Website-ads,98
89,2018-06-17 01:05:45,2,Website-ads,42
73,2017-10-28 05:55:41,1,Website-ads,21
36,2018-03-12 21:19:10,5,Facebook,74
19,2018-06-27 06:43:02,7,Facebook,49
19,2018-06-27 06:43:02,7,Facebook,52
17,2018-04-16 05:11:34,4,E-mail,99
36,2018-08-17 14:25:15,9,Website-ads,99
22,2018-08-04 21:14:27,1,Youtube,87
23,2017-05-07 09:47:35,1,Facebook,53
19,2018-12-20 17:38:26,4,Facebook,28
29,2018-03-16 01:28:12,1,Facebook,12
51,2018-10-09 01:15:39,4,E-mail,19
51,2018-10-09 01:15:39,4,E-mail,76
23,2017-11-29 00:10:00,7,Website-ads,61
23,2017-11-29 00:10:00,7,Website-ads,28
36,2017-12-01 00:11:24,4,Facebook,30
17,2017-08-23 00:39:29,7,Website-ads,75
19,2018-09-11 19:35:25,4,Website-ads,49
55,2017-03-08 00:57:35,4,Website-ads,90
69,2018-09-14 01:35:21,3,Facebook,68
83,2017-08-21 04:15:32,4,E-mail,44
83,2017-08-21 04:15:32,4,E-mail,19
9,2017-04-19 09:08:15,6,Youtube,40
82,2018-06-09 04:18:47,4,Youtube,37
33,2017-12-25 03:59:39,2,Website-ads,1
4,2017-12-06 11:54:16,5,Facebook,100
22,2018-07-04 11:12:06,3,Facebook,64
81,2018-08-14 02:15:24,4,Youtube,37
14,2017-08-05 05:20:23,4,Website-ads,29
57,2017-07-05 18:09:13,4,E-mail,10
57,2017-07-05 18:09:13,4,E-mail,63
73,2018-02-23 21:22:17,9,Facebook,52
92,2018-06-19 11:31:09,3,Facebook,32
26,2018-02-24 11:00:56,9,Website-ads,23
82,2017-06-22 23:30:09,3,Website-ads,59
82,2017-06-22 23:30:09,3,Website-ads,35
39,2018-09-03 02:28:18,3,Website-ads,33
79,2018-07-15 05:35:11,1,Website-ads,50
79,2018-07-15 05:35:11,1,Website-ads,93
79,2018-05-29 10:30:24,6,Facebook,45
79,2018-05-29 10:30:24,6,Facebook,30
27,2017-08-30 10:25:09,4,Twitter,78
59,2017-11-16 16:11:26,4,Website-ads,19
47,2017-10-25 11:12:58,1,Website-ads,45
64,2018-11-19 22:04:50,2,Website-ads,30
90,2018-03-01 19:40:26,4,Youtube,42
7,2018-06-07 06:23:26,4,Website-ads,24
7,2018-06-07 06:23:26,4,Website-ads,10
5,2018-05-24 13:25:50,3,Facebook,33
70,2017-12-22 13:10:10,4,Website-ads,53
57,2018-03-20 03:54:33,4,Youtube,59
57,2018-03-20 03:54:33,4,Youtube,20
31,2018-02-06 23:34:31,9,Facebook,59
63,2018-08-25 16:40:25,3,Website-ads,22
63,2018-08-25 16:40:25,3,Website-ads,56
59,2017-08-27 03:07:41,1,Facebook,86
18,2018-05-06 00:06:58,2,Twitter,5
29,2017-02-10 20:56:07,1,Website-ads,41
29,2017-02-10 20:56:07,1,Website-ads,33
85,2017-08-02 05:44:39,5,Website-ads,49
69,2018-08-09 09:04:26,1,Youtube,59
39,2017-06-23 09:43:06,1,Website-ads,75
39,2017-06-23 09:43:06,1,Website-ads,28
29,2018-10-12 03:43:51,9,Twitter,78
73,2018-05-31 19:03:01,7,Website-ads,65
73,2018-05-31 19:03:01,7,Website-ads,12
67,2018-07-30 12:35:02,4,Facebook,71
67,2018-07-30 12:35:02,4,Facebook,59
25,2018-10-13 01:27:00,2,Facebook,100
78,2018-10-12 11:04:12,3,Website-ads,79
78,2018-10-12 11:04:12,3,Website-ads,43
5,2017-12-31 09:56:30,2,Facebook,89
5,2017-12-31 09:56:30,2,Facebook,80
57,2017-08-05 11:51:00,2,Twitter,37
57,2017-08-05 11:51:00,2,Twitter,94
24,2018-12-20 15:08:43,9,Website-ads,35
24,2018-12-20 15:08:43,9,Website-ads,28
93,2017-11-02 19:45:06,2,Twitter,100
41,2017-03-20 08:14:56,1,E-mail,94
16,2017-12-29 00:35:21,1,Website-ads,28
25,2017-05-04 20:19:03,6,Website-ads,19
25,2017-05-04 20:19:03,6,Website-ads,73
79,2017-07-08 05:22:36,2,Website-ads,44
79,2017-07-08 05:22:36,2,Website-ads,37
14,2018-11-14 14:48:57,4,Facebook,8
14,2018-11-14 14:48:57,4,Facebook,40
14,2017-07-06 01:19:56,2,Website-ads,45
14,2017-07-06 01:19:56,2,Website-ads,3
7,2017-03-10 16:05:38,8,Facebook,91
7,2017-03-10 16:05:38,8,Facebook,17
35,2017-01-23 18:40:38,2,Website-ads,14
21,2018-02-15 06:37:13,9,Website-ads,54
88,2018-12-20 00:41:38,4,Twitter,52
86,2018-10-23 12:48:11,7,Website-ads,48
70,2017-04-21 12:08:47,4,Youtube,55
54,2018-08-25 04:33:51,4,Youtube,57
72,2017-12-19 10:11:21,2,Facebook,78
19,2018-09-24 15:11:32,4,E-mail,91
19,2018-09-24 15:11:32,4,E-mail,99
87,2018-01-05 04:46:56,2,Facebook,78
12,2018-05-24 01:36:08,2,Facebook,73
83,2018-10-13 16:01:06,4,Facebook,86
100,2017-07-08 21:20:20,2,Facebook,14
93,2018-03-17 09:57:00,2,Website-ads,29
83,2018-01-29 05:29:47,3,Website-ads,36
83,2018-01-29 05:29:47,3,Website-ads,18
72,2018-04-06 16:22:24,2,Website-ads,48
14,2018-05-21 22:30:07,1,Twitter,26
8,2018-03-28 14:19:41,7,Website-ads,2
8,2018-03-28 14:19:41,7,Website-ads,83
37,2017-09-24 00:41:44,9,Website-ads,79
9,2018-09-26 23:16:31,4,Youtube,96
4,2018-07-25 09:06:00,7,Facebook,68
25,2018-05-31 11:19:23,6,Youtube,21
90,2018-05-04 07:32:44,9,Facebook,26
86,2018-12-27 16:02:35,3,Facebook,93
67,2018-11-01 03:28:05,2,Twitter,88
57,2018-11-13 01:32:40,9,Twitter,39
82,2018-08-25 00:25:51,4,Facebook,42
81,2017-08-15 09:49:50,5,Website-ads,42
93,2017-04-27 16:31:25,4,Facebook,47
93,2017-04-27 16:31:25,4,Facebook,54
30,2018-09-19 18:53:18,1,Youtube,61
93,2018-01-24 01:40:03,4,Website-ads,26
55,2017-12-02 14:47:34,9,E-mail,40
48,2018-11-23 07:05:20,4,Twitter,80
19,2018-10-30 20:09:39,4,Facebook,52
19,2018-10-30 20:09:39,4,Facebook,42
17,2018-05-20 18:39:33,4,Facebook,94
69,2017-06-30 17:58:42,1,Youtube,91
69,2017-06-30 17:58:42,1,Youtube,18
31,2017-01-10 01:39:33,1,E-mail,81
93,2018-02-03 16:44:04,4,Website-ads,65
31,2018-07-16 08:10:15,2,Twitter,81
59,2018-10-06 22:55:46,1,E-mail,74
59,2018-10-06 22:55:46,1,E-mail,15
3,2018-12-31 13:38:19,1,Facebook,47
94,2018-07-24 20:22:32,2,Website-ads,32
6,2018-12-13 05:36:31,1,E-mail,41
6,2018-12-13 05:36:31,1,E-mail,99
43,2018-09-04 02:37:29,1,Twitter,19
43,2018-09-04 02:37:29,1,Twitter,23
26,2018-07-06 02:35:42,2,Youtube,1
86,2017-12-08 06:07:36,9,Youtube,86
46,2018-12-20 13:14:57,8,Website-ads,75
46,2018-12-20 13:14:57,8,Website-ads,42
59,2018-08-10 01:56:11,1,Twitter,71
7,2017-07-31 14:20:41,9,E-mail,67
49,2018-08-13 16:29:50,2,Youtube,55
49,2018-08-13 16:29:50,2,Youtube,92
29,2017-08-19 02:55:41,2,Website-ads,27
41,2017-05-03 17:05:28,4,Website-ads,45
41,2017-05-03 17:05:28,4,Website-ads,91
67,2017-10-18 23:36:00,4,Facebook,70
31,2017-01-07 22:49:02,2,Website-ads,94
23,2017-10-20 05:38:54,2,Twitter,79
24,2018-05-09 00:54:43,4,Website-ads,81
82,2017-12-16 12:16:05,4,Website-ads,48
82,2017-12-16 12:16:05,4,Website-ads,2
42,2017-04-19 13:11:22,4,Twitter,57
99,2017-08-11 15:59:29,9,Website-ads,56
63,2017-10-14 06:19:58,9,Facebook,33
60,2017-04-10 08:20:13,4,Twitter,81
60,2017-04-10 08:20:13,4,Twitter,53
6,2017-11-07 12:44:00,2,Website-ads,65
7,2018-08-22 10:58:35,1,Facebook,13
35,2017-10-05 17:28:01,7,Facebook,27
4,2018-02-07 03:27:51,4,Website-ads,25
67,2017-03-23 09:59:25,7,Website-ads,85
100,2018-09-14 21:38:39,1,Website-ads,45
70,2017-05-02 23:31:26,9,E-mail,62
50,2018-12-02 15:21:46,9,Website-ads,26
97,2018-06-06 06:49:44,8,Youtube,90
97,2018-06-06 06:49:44,8,Youtube,13
19,2017-12-13 05:13:52,2,Facebook,56
89,2017-12-04 23:07:27,1,Twitter,65
19,2018-12-07 01:08:34,1,Website-ads,80
19,2018-12-07 01:08:34,1,Website-ads,24
35,2018-06-03 13:35:00,1,Website-ads,6
67,2018-06-17 16:07:14,7,E-mail,95
94,2017-12-05 04:37:55,5,E-mail,10
27,2018-07-06 23:19:45,4,Twitter,77
27,2018-07-06 23:19:45,4,Twitter,61
19,2017-07-13 03:40:26,2,Facebook,36
19,2017-07-13 03:40:26,2,Facebook,36
90,2018-12-15 22:27:59,1,Youtube,38
90,2018-12-15 22:27:59,1,Youtube,61
70,2018-07-03 03:32:00,2,Twitter,24
6,2018-10-23 12:12:25,1,Facebook,72
6,2018-10-23 12:12:25,1,Facebook,58
80,2017-12-22 21:28:01,3,Website-ads,7
81,2017-02-12 10:19:32,7,Facebook,2
85,2017-11-19 11:43:20,2,Facebook,73
85,2017-11-19 11:43:20,2,Facebook,43
1,2018-05-19 14:32:40,3,Facebook,57
15,2018-09-09 10:03:49,1,Website-ads,63
41,2018-05-21 21:11:07,1,Youtube,47
53,2017-12-08 10:22:10,9,Website-ads,95
37,2018-11-03 01:14:07,1,Facebook,69
57,2018-12-26 18:12:08,1,Website-ads,31
57,2018-12-26 18:12:08,1,Website-ads,87
9,2018-12-28 00:53:11,2,Twitter,34
9,2018-12-28 00:53:11,2,Twitter,97
27,2018-11-14 17:43:45,9,E-mail,39
20,2018-12-23 11:52:11,4,Facebook,25
46,2017-07-27 20:00:14,4,Website-ads,36
46,2017-07-27 20:00:14,4,Website-ads,52
86,2018-04-25 01:27:22,1,Website-ads,49
86,2018-04-25 01:27:22,1,Website-ads,20
80,2018-08-18 12:34:12,1,Facebook,81
60,2017-04-16 02:54:08,4,Youtube,6
46,2017-09-26 17:49:46,9,Facebook,55
66,2018-10-15 18:28:19,1,Youtube,56
66,2018-10-15 18:28:19,1,Youtube,79
94,2018-09-13 18:52:01,1,Twitter,83
87,2018-04-28 15:09:19,9,E-mail,99
54,2018-02-25 09:49:24,2,Twitter,75
56,2018-07-02 20:54:10,6,Youtube,100
90,2018-10-09 05:01:15,4,Twitter,64
7,2017-01-20 21:54:36,3,Twitter,91
100,2018-04-04 07:22:43,2,Website-ads,6
93,2017-08-21 11:32:31,3,Facebook,14
93,2017-08-21 11:32:31,3,Facebook,88
59,2018-01-18 17:44:32,1,Website-ads,94
19,2018-02-17 17:32:27,2,Youtube,5
19,2017-05-21 14:03:03,4,Website-ads,44
17,2018-09-13 17:20:54,4,E-mail,94
17,2018-09-13 17:20:54,4,E-mail,90
35,2017-05-18 06:18:34,9,E-mail,81
83,2017-04-01 03:46:35,3,Website-ads,99
83,2017-04-01 03:46:35,3,Website-ads,51
80,2017-06-23 13:40:41,2,Website-ads,80
31,2017-03-16 22:54:06,3,Website-ads,3
35,2017-11-15 23:00:23,2,Facebook,39
35,2017-11-15 23:00:23,2,Facebook,19
99,2018-06-16 00:40:45,1,Website-ads,89
12,2018-05-20 23:40:30,1,Twitter,39
24,2018-01-28 10:37:30,7,Youtube,2
37,2017-10-15 01:54:47,1,Website-ads,26
37,2017-10-15 01:54:47,1,Website-ads,59
57,2017-08-09 12:40:43,6,Twitter,5
29,2017-02-24 19:09:24,4,Twitter,75
100,2018-07-12 07:15:17,9,Facebook,84
56,2017-11-25 01:56:43,2,Youtube,16
56,2017-11-25 01:56:43,2,Youtube,30
92,2018-08-12 08:43:28,9,E-mail,34
35,2017-07-14 08:02:41,3,E-mail,78
35,2017-07-14 08:02:41,3,E-mail,16
20,2018-04-01 02:32:17,4,Facebook,53
80,2018-06-16 15:28:55,4,Facebook,20
89,2017-12-15 19:53:40,4,Facebook,32
20,2018-12-23 14:18:25,6,Website-ads,41
40,2017-02-27 21:59:34,4,Website-ads,99
90,2017-12-13 16:15:37,4,Twitter,24
46,2017-09-25 23:26:28,9,Facebook,34
64,2018-09-12 14:54:48,2,Website-ads,8
19,2018-04-27 18:29:49,2,Facebook,84
19,2018-04-27 18:29:49,2,Facebook,48
43,2018-11-15 00:01:16,1,Twitter,61
43,2018-11-15 00:01:16,1,Twitter,18
31,2017-02-14 02:11:19,2,Twitter,92
41,2017-11-20 04:46:11,9,Website-ads,98
7,2018-02-14 18:21:47,5,Facebook,18
7,2018-02-14 18:21:47,5,Facebook,50
72,2018-02-21 01:37:02,2,Twitter,42
72,2018-02-21 01:37:02,2,Twitter,45
24,2018-06-04 03:25:31,1,Website-ads,25
36,2018-08-12 23:53:31,4,Youtube,72
36,2018-08-12 23:53:31,4,Youtube,13
90,2017-09-06 09:03:27,7,Facebook,78
90,2017-09-06 09:03:27,7,Facebook,85
35,2017-09-08 17:09:29,2,Website-ads,65
40,2017-10-30 05:19:59,1,Website-ads,80
33,2018-10-22 06:22:53,4,Twitter,73
44,2018-08-16 21:43:40,2,Facebook,61
42,2017-05-11 07:40:51,4,Website-ads,27
47,2017-12-27 20:25:02,4,Website-ads,37
15,2018-11-10 00:57:20,3,Youtube,74
15,2018-11-10 00:57:20,3,Youtube,83
7,2018-05-03 18:27:42,5,Website-ads,1
7,2018-05-03 18:27:42,5,Website-ads,69
35,2018-03-19 14:15:02,5,Website-ads,78
35,2018-03-19 14:15:02,5,Website-ads,23
47,2017-07-23 15:51:29,2,Website-ads,78
93,2017-07-11 12:57:01,2,Twitter,51
93,2017-07-11 12:57:01,2,Twitter,17
14,2018-03-05 14:32:09,7,Facebook,41
57,2017-12-07 00:54:18,2,E-mail,71
9,2017-08-12 21:00:25,2,Facebook,19
24,2018-09-16 18:07:19,2,Website-ads,24
