1466,2018-05-28 19:46:26,9,Youtube,1348
939,2017-01-07 23:12:25,3,Facebook,171
1914,2018-08-04 16:48:57,4,Youtube,3901
950,2017-02-05 05:01:53,8,Facebook,1160
940,2018-06-30 13:17:39,6,Website-ads,3284
2206,2018-12-22 21:05:31,9,Website-ads,2205
1114,2018-10-23 00:39:20,8,Website-ads,505
2101,2018-07-09 02:45:58,2,Website-ads,3280
597,2018-12-11 21:37:22,3,Facebook,1071
2546,2016-08-16 00:46:40,1,Twitter,2097
202,2016-08-22 08:27:06,3,Youtube,2628
888,2018-09-16 01:56:32,1,Website-ads,63
1494,2018-11-17 15:09:54,6,Website-ads,3553
1032,2017-02-23 11:33:24,2,Website-ads,1742
1118,2018-09-01 21:40:43,8,Youtube,3522
384,2016-07-27 18:06:35,7,Facebook,2706
757,2018-05-07 16:15:08,7,Facebook,128
2925,2017-03-25 21:38:58,5,Website-ads,1967
2977,2018-03-09 05:24:00,8,Facebook,3978
896,2018-07-27 05:01:09,8,Website-ads,2081
1405,2018-04-30 06:58:02,7,Facebook,314
2573,2018-06-27 17:13:36,4,Facebook,1827
1877,2016-06-03 05:57:53,1,Website-ads,1191
2049,2017-12-01 14:55:26,3,E-mail,138
194,2016-06-21 13:13:46,1,Website-ads,983
2305,2016-08-18 15:17:41,6,E-mail,2525
2745,2016-08-22 13:44:16,6,Facebook,592
1642,2018-04-16 14:46:29,6,Website-ads,208
2543,2017-07-09 09:06:52,5,Website-ads,126
543,2018-04-07 21:51:13,6,Website-ads,1542
2246,2017-07-10 21:40:15,7,Facebook,2462
38,2017-03-25 11:40:59,1,Facebook,36
1731,2017-12-11 14:46:05,8,Facebook,1418
1743,2017-05-01 21:46:26,3,Website-ads,453
2560,2017-11-18 06:06:13,5,Twitter,3254
2903,2017-05-16 11:36:04,8,Website-ads,168
2507,2017-05-10 21:26:37,2,Twitter,1433
2435,2017-05-07 02:23:18,7,Facebook,3668
616,2018-03-11 19:55:10,5,Youtube,2706
1614,2017-01-05 00:29:57,2,Facebook,2406
2475,2016-10-02 21:31:20,9,E-mail,3059
657,2018-09-12 21:11:21,7,Twitter,2216
341,2018-12-17 10:28:34,6,Facebook,2476
2739,2017-11-14 03:02:39,5,E-mail,3950
306,2016-10-03 05:05:55,4,Website-ads,2986
176,2016-12-10 09:34:47,7,Youtube,2411
824,2017-08-05 10:50:38,1,Youtube,2388
2688,2016-08-20 21:52:07,5,E-mail,1589
1613,2016-03-18 10:37:02,2,Website-ads,1897
805,2018-01-10 21:31:29,7,Website-ads,3534
1703,2017-08-24 01:51:43,7,Website-ads,2629
1485,2018-09-29 14:27:32,9,Facebook,1760
2797,2017-11-10 13:38:27,3,Twitter,797
2312,2018-06-24 21:03:43,8,Facebook,3511
972,2018-12-05 22:11:10,6,Youtube,939
979,2018-04-23 01:52:24,8,Facebook,1679
2679,2018-09-20 11:32:04,4,Youtube,1334
900,2017-01-01 06:15:17,8,Twitter,748
1133,2016-11-28 00:14:46,5,Facebook,1350
2367,2016-02-14 14:41:44,5,Website-ads,3779
2446,2018-06-23 04:37:56,6,Twitter,53
1419,2017-07-15 21:47:16,9,Facebook,3498
941,2016-03-20 18:08:09,7,Website-ads,1291
2305,2017-11-22 05:55:59,5,Youtube,3325
1226,2018-03-06 22:15:51,8,Twitter,3789
1703,2017-03-04 15:53:37,1,Website-ads,2646
56,2018-12-09 00:50:09,1,Facebook,956
2851,2016-09-26 17:07:35,6,Twitter,2107
349,2016-03-11 05:25:36,2,Facebook,3092
2591,2016-04-02 17:29:09,4,E-mail,1293
971,2016-02-19 06:17:16,9,Facebook,3784
480,2016-07-15 01:41:20,6,Website-ads,341
510,2016-10-04 16:06:28,3,Facebook,2526
747,2018-02-10 18:54:36,2,Website-ads,1872
2095,2018-03-30 03:19:09,2,Facebook,3501
1668,2016-08-12 08:36:21,3,Website-ads,974
286,2017-05-09 13:53:01,1,E-mail,1524
904,2017-10-31 23:49:32,4,Twitter,3588
694,2016-02-20 22:38:49,4,Twitter,2965
733,2018-07-23 10:17:48,8,Twitter,1698
2357,2016-12-17 03:09:44,6,E-mail,3653
433,2018-06-22 03:21:41,4,Facebook,305
2826,2016-06-26 14:39:15,9,Twitter,2121
617,2016-02-27 11:49:06,9,Twitter,1988
2759,2018-12-19 12:07:51,3,Website-ads,3151
2707,2016-07-21 05:18:50,1,Twitter,691
1675,2016-04-23 07:34:16,1,Facebook,3285
2146,2017-09-17 02:50:26,4,Facebook,1727
2333,2018-06-08 10:12:15,8,Website-ads,287
983,2018-05-17 22:09:55,1,Website-ads,3330
2513,2018-04-27 22:44:52,3,Website-ads,320
1645,2016-04-10 17:24:42,4,Website-ads,1594
2416,2016-07-14 08:59:39,8,E-mail,992
2154,2018-05-29 07:08:43,2,Facebook,2074
1765,2018-04-15 18:51:23,3,Website-ads,3524
911,2018-10-28 08:07:23,5,Twitter,3072
809,2017-11-14 08:46:37,5,Facebook,1967
2773,2016-12-22 14:16:40,6,Facebook,3580
381,2017-07-31 05:30:04,2,Website-ads,2188
2175,2018-04-02 18:44:00,6,E-mail,2077
1627,2018-11-06 12:56:04,5,Website-ads,1546
127,2018-09-18 17:55:14,3,Website-ads,2379
821,2017-11-19 18:20:18,2,E-mail,3237
248,2017-02-17 22:55:25,5,Website-ads,420
389,2017-07-01 06:34:18,8,Website-ads,1516
2704,2016-04-13 02:13:25,2,Website-ads,2530
894,2016-02-27 07:22:20,7,Youtube,821
435,2017-09-09 00:46:54,5,Website-ads,1961
1460,2017-03-02 00:03:21,8,Youtube,969
1526,2018-07-20 11:46:27,7,Website-ads,1820
1508,2016-07-06 11:28:35,2,Website-ads,3296
929,2016-05-15 14:47:41,3,Facebook,2626
198,2017-12-31 11:52:28,6,Website-ads,966
2641,2018-05-17 04:31:10,6,Facebook,1685
855,2016-07-26 14:52:21,2,Facebook,1738
2568,2018-09-27 14:00:51,9,Facebook,3547
1,2018-01-08 06:43:37,3,Twitter,379
271,2016-08-26 15:50:39,5,Website-ads,1788
569,2016-10-30 10:06:04,1,Facebook,2028
848,2018-05-01 02:01:57,4,Website-ads,1961
1331,2017-12-24 09:29:09,3,Facebook,3600
49,2017-10-05 08:38:29,7,Youtube,177
1965,2016-11-22 06:05:53,8,Twitter,1197
1614,2017-11-03 09:48:02,9,E-mail,3440
941,2017-11-01 18:24:11,8,Youtube,3829
929,2018-02-10 02:25:21,7,Website-ads,3
1836,2017-09-05 14:00:08,1,Youtube,3397
838,2018-06-19 11:27:25,9,Website-ads,3790
1729,2016-07-26 21:10:39,9,Website-ads,3840
1163,2018-04-14 21:55:50,7,Twitter,3824
1786,2018-05-02 09:49:16,2,Website-ads,3066
1505,2016-07-01 22:49:01,4,Facebook,2567
149,2017-06-28 08:12:07,8,Youtube,3396
1357,2016-08-22 11:48:12,8,Facebook,1868
2411,2018-10-07 16:24:59,3,Website-ads,391
605,2016-08-11 05:27:47,7,Youtube,2575
890,2016-03-05 19:23:38,7,Facebook,2811
1875,2016-02-10 00:03:54,1,Website-ads,410
2510,2016-10-21 17:54:06,9,Facebook,1379
1738,2016-06-03 22:12:23,2,Facebook,2170
1112,2017-06-25 15:05:59,9,Youtube,2730
2929,2018-05-06 06:18:12,3,Twitter,1057
1473,2017-11-26 23:33:52,9,Website-ads,591
1331,2016-07-23 21:29:12,7,Website-ads,441
1984,2018-05-06 08:21:50,1,Youtube,3629
917,2018-04-19 14:12:21,5,Facebook,769
2370,2016-07-01 02:33:07,2,Facebook,3458
1457,2016-03-30 02:19:56,6,Youtube,2623
1093,2017-10-24 09:22:03,1,E-mail,1238
629,2018-02-05 19:07:58,5,Twitter,2083
132,2017-08-15 08:10:39,6,Youtube,149
2981,2018-06-16 19:46:29,7,Facebook,1398
461,2016-01-17 20:49:05,9,Twitter,119
2796,2016-03-22 03:44:23,9,Facebook,3963
619,2018-03-20 19:44:29,3,Facebook,3423
2990,2018-05-20 14:19:51,8,Website-ads,686
2053,2018-09-09 12:09:55,6,Website-ads,114
237,2017-10-26 02:13:28,7,Website-ads,3049
2687,2018-07-09 12:29:46,7,Website-ads,2430
1559,2018-08-06 13:01:51,4,Website-ads,802
137,2016-09-09 03:18:36,6,Twitter,75
2654,2018-08-20 21:45:11,3,Twitter,1604
2653,2018-12-29 21:31:53,3,Twitter,2944
38,2016-10-09 01:10:33,9,Website-ads,30
1910,2018-05-25 22:04:14,8,E-mail,616
2979,2017-04-21 09:05:19,6,Youtube,2137
1449,2018-08-18 19:16:45,8,Website-ads,756
2662,2016-05-15 16:31:17,6,Facebook,1318
1600,2016-01-20 04:44:42,4,Twitter,3580
617,2018-12-09 02:19:11,7,Website-ads,2779
1213,2017-10-26 07:12:16,3,Website-ads,777
1224,2017-08-16 20:03:13,6,Website-ads,1575
2100,2017-09-03 01:35:48,1,Twitter,5
1107,2018-06-06 05:43:40,5,E-mail,2467
456,2016-03-14 10:38:15,5,Facebook,3858
2710,2018-03-31 07:50:10,5,E-mail,2815
975,2016-05-17 21:34:10,6,Facebook,1005
209,2016-05-06 13:15:39,2,Facebook,1646
1813,2017-03-06 15:16:22,7,Website-ads,548
2410,2017-07-30 02:57:24,2,Facebook,3846
1289,2017-12-20 21:19:02,9,Facebook,390
2416,2016-05-31 20:27:03,2,Youtube,2135
1910,2017-12-27 07:13:10,9,Website-ads,2981
813,2017-09-06 17:28:46,7,Website-ads,728
2788,2017-12-28 04:04:08,9,Website-ads,1284
2753,2016-10-27 01:11:28,2,Facebook,2796
2608,2017-11-03 11:49:34,6,Twitter,2292
2288,2017-06-03 08:06:08,2,Facebook,2376
595,2017-07-30 14:10:23,1,Facebook,1142
2365,2018-01-09 21:24:40,1,Facebook,741
46,2017-09-17 06:36:04,5,Website-ads,2158
2518,2017-11-17 04:52:24,9,Facebook,541
1447,2017-03-18 20:34:05,6,Website-ads,3317
1500,2017-07-15 12:14:25,3,Facebook,2639
1387,2017-03-05 22:17:27,1,Twitter,3395
120,2018-02-26 10:16:18,3,Twitter,1878
1514,2018-11-04 11:41:47,9,Facebook,1211
2628,2016-08-08 00:26:32,3,Twitter,3995
421,2016-08-13 02:00:37,4,Website-ads,1189
207,2018-09-03 15:51:44,7,Twitter,69
2038,2018-12-18 17:53:27,7,Website-ads,3413
2241,2018-10-17 09:45:41,6,Facebook,715
2616,2017-05-12 00:10:15,8,Facebook,1951
1474,2016-01-28 07:58:58,8,Website-ads,3819
2519,2018-10-29 08:25:27,7,Facebook,334
2878,2017-01-22 07:53:31,1,Website-ads,2735
1722,2017-09-19 17:44:54,5,Website-ads,2270
1588,2018-06-02 03:38:37,2,E-mail,3365
1772,2018-12-21 09:32:42,8,Website-ads,3429
2368,2018-12-09 07:36:40,7,Facebook,3344
686,2016-04-20 17:24:20,4,Website-ads,2024
13,2016-11-06 13:14:02,2,Youtube,1317
2812,2016-03-17 10:08:29,4,Website-ads,2623
342,2018-01-28 08:08:06,2,Website-ads,1659
1625,2017-08-08 00:42:14,9,Youtube,716
853,2017-01-02 05:54:33,9,E-mail,35
1161,2016-05-29 03:06:10,1,Website-ads,3203
596,2017-09-07 00:21:41,3,Twitter,1872
2405,2017-05-16 09:52:12,3,Facebook,3404
1115,2017-05-05 14:18:47,3,Facebook,1822
2911,2017-04-07 14:53:10,9,Facebook,2871
303,2017-03-03 22:24:02,1,Website-ads,2624
2670,2016-12-31 02:09:38,8,Website-ads,2006
536,2016-06-16 19:38:11,6,Twitter,1682
1072,2017-11-03 06:06:33,6,Facebook,1305
2363,2016-12-05 17:33:05,7,Website-ads,3568
1488,2017-01-30 01:36:02,8,Twitter,3589
1172,2018-09-05 16:05:56,6,Website-ads,3918
2388,2018-10-25 22:19:29,5,Website-ads,2350
2350,2017-03-17 01:27:56,1,Facebook,1395
2374,2016-04-25 10:36:14,9,Website-ads,3128
1837,2016-08-11 01:01:58,9,Website-ads,3161
2760,2016-03-29 16:54:00,9,E-mail,2831
1968,2017-02-28 21:14:58,5,Facebook,1474
2366,2017-10-21 21:44:59,9,Website-ads,11
1972,2016-10-24 08:05:07,1,E-mail,3989
1987,2018-02-17 13:53:28,9,Facebook,474
563,2016-12-02 10:33:17,5,Twitter,3098
715,2018-04-06 05:46:13,3,Website-ads,1053
2858,2016-09-20 05:35:16,5,Facebook,3808
468,2018-11-23 21:44:25,8,Website-ads,3243
493,2018-04-04 07:42:17,2,E-mail,2983
1840,2018-03-18 19:17:55,7,Website-ads,2233
9,2016-12-26 15:18:40,8,Facebook,602
1145,2016-06-22 11:48:16,4,Twitter,2970
2801,2016-12-20 11:52:43,1,E-mail,3750
750,2018-01-20 11:43:05,5,Website-ads,169
1349,2016-03-17 18:24:35,8,Twitter,672
445,2017-08-11 15:27:40,6,Website-ads,940
2474,2016-05-31 09:39:28,3,E-mail,2530
692,2017-06-05 01:36:47,1,Facebook,2904
1797,2016-01-14 13:55:31,1,Facebook,1722
1539,2018-10-10 03:00:06,1,Facebook,3434
2652,2018-01-01 18:18:54,8,Facebook,1257
2158,2018-10-24 17:43:00,7,Twitter,282
2342,2018-12-21 17:33:15,7,Facebook,1725
660,2016-04-30 10:08:47,7,Facebook,804
75,2016-11-23 08:04:57,7,Facebook,404
1962,2018-12-18 03:10:57,5,Website-ads,3845
157,2016-01-06 00:55:21,8,Youtube,3975
1889,2016-04-11 10:16:32,5,Website-ads,3380
1379,2018-11-24 11:30:09,4,Twitter,1571
2254,2018-09-08 07:25:50,1,Facebook,1615
1197,2018-12-12 20:11:55,2,Youtube,942
419,2016-12-28 21:10:01,5,Facebook,3673
2686,2016-08-19 09:27:31,4,Website-ads,3077
1047,2018-09-21 15:45:21,7,Youtube,2635
731,2017-11-30 13:46:31,7,Twitter,2659
77,2016-05-16 04:39:14,2,Facebook,1942
876,2018-05-28 01:25:11,8,Facebook,3782
817,2016-07-02 19:46:34,6,Twitter,313
2708,2017-05-18 01:18:22,2,Facebook,2709
686,2016-12-21 09:24:48,4,Youtube,2240
2003,2016-03-05 08:41:52,7,Website-ads,3183
2794,2016-05-19 01:11:12,8,Website-ads,1338
2064,2016-07-12 11:38:58,9,Facebook,3804
283,2017-12-10 15:01:05,9,Twitter,924
2907,2017-07-18 02:05:28,5,Facebook,1640
469,2016-10-17 13:34:30,3,Facebook,2289
2373,2018-05-04 11:41:27,4,Facebook,1942
4,2016-07-21 18:35:02,6,Website-ads,2761
1442,2017-08-17 02:40:09,2,E-mail,2279
1466,2018-08-07 02:56:38,3,Website-ads,3268
2363,2016-06-18 02:24:56,3,Facebook,2043
1020,2016-05-06 03:34:17,6,Website-ads,2514
2565,2017-12-25 04:09:26,1,Twitter,25
574,2018-11-19 13:21:42,6,Website-ads,3904
367,2018-12-01 19:44:27,8,Facebook,2933
1751,2018-03-03 12:11:27,9,Website-ads,1257
314,2017-02-02 05:03:09,9,Website-ads,2276
114,2016-03-13 01:19:41,8,Twitter,1564
2612,2017-05-28 04:59:26,1,Facebook,407
297,2017-11-17 22:29:30,6,Twitter,10
941,2016-02-13 17:12:37,3,Facebook,366
2837,2017-12-01 12:37:10,6,E-mail,3598
2352,2017-12-29 12:29:06,8,Twitter,3575
818,2017-12-28 11:34:01,6,Website-ads,2511
1975,2016-01-29 09:34:42,1,Website-ads,3671
1126,2016-11-27 06:31:39,6,Website-ads,3824
27,2018-06-14 14:10:29,6,Facebook,2272
623,2016-11-28 13:43:57,7,Website-ads,2420
78,2016-02-21 19:32:12,7,E-mail,3587
720,2016-11-02 18:20:43,5,Website-ads,434
1514,2018-05-06 03:38:15,3,Website-ads,2108
304,2016-02-24 18:15:54,1,Website-ads,1790
2737,2017-09-03 00:31:16,9,Website-ads,2162
2927,2016-08-01 01:11:58,5,Facebook,1504
1290,2018-09-08 19:25:11,9,Facebook,1588
2477,2017-01-11 22:28:59,7,Facebook,2405
2583,2018-09-30 15:29:55,3,Youtube,173
2917,2016-06-12 04:55:12,3,Facebook,1697
2995,2017-12-12 08:02:10,1,Facebook,1446
1343,2016-03-26 13:58:03,3,Facebook,563
2154,2016-04-17 02:47:03,1,Youtube,2134
1345,2017-08-04 23:13:04,3,Twitter,3781
